% X;Y;w (m) @ lambda=1;w (m) @ lambda=2;w (m) @ lambda=3;w (m) @ lambda=4;w (m) @ lambda=5;w (m) @ lambda=6;w (m) @ lambda=7;w (m) @ lambda=8;w (m) @ lambda=9;w (m) @ lambda=10;w (m) @ lambda=11;w (m) @ lambda=12;w (m) @ lambda=13;w (m) @ lambda=14;w (m) @ lambda=15;w (m) @ lambda=16;w (m) @ lambda=17;w (m) @ lambda=18;w (m) @ lambda=19;w (m) @ lambda=20;w (m) @ lambda=21;w (m) @ lambda=22;w (m) @ lambda=23;w (m) @ lambda=24;w (m) @ lambda=25;w (m) @ lambda=26;w (m) @ lambda=27;w (m) @ lambda=28;w (m) @ lambda=29;w (m) @ lambda=30;w (m) @ lambda=31;w (m) @ lambda=32;w (m) @ lambda=33;w (m) @ lambda=34;w (m) @ lambda=35;w (m) @ lambda=36;w (m) @ lambda=37;w (m) @ lambda=38;w (m) @ lambda=39;w (m) @ lambda=40
195;0.04499999999999999;-1.4798236365945184E-7;1.796935899805344E-7;-2.4365130333810776E-7;2.522225291381046E-7;3.7477987574726114E-7;9.760212101909354E-8;1.3679230431681503E-7;3.2013879978348625E-7;1.88627273024914E-7;-7.743393145235505E-8;3.5825566097947826E-7;2.8128815137620435E-7;-3.025927156502582E-8;-1.8851885080599868E-7;8.48776259760858E-8;-1.6337363641046096E-7;9.25724660331651E-8;-2.65015870596014E-7;1.7318026275841354E-7;-3.309995758022563E-7;-1.3069305246341633E-7;-2.0520351179740607E-7;-6.465771582203017E-8;-2.7503424756084163E-7;6.206442471809036E-8;2.096031166879121E-7;-2.5370865130185045E-7;2.794452895957614E-7;7.577213937909112E-8;-2.570978777212259E-7;-2.3767081362852721E-7;-1.8675402442601484E-7;6.718180645697937E-8;-2.0686540252701058E-7;1.9743990066453738E-7;-7.232436461360557E-8;7.406739524466082E-12;-2.2951968095088073E-7;-5.0541616687259174E-8;-1.1780613132736929E-7
0.005000000000000001;0.05499999999999999;2.1756780301160464E-8;-4.7129039403842274E-8;6.389228248107955E-8;2.678952963545249E-7;-2.3736624681451353E-7;3.8855538695542195E-7;8.611801298695535E-8;-3.026810452520721E-7;-1.3844434533525635E-7;-1.4013445283140972E-7;3.5684654928319297E-7;2.573821858214878E-7;-4.858154707078812E-8;-1.949900449692687E-7;2.5290004389003125E-8;2.538047886034963E-7;9.331483277104062E-9;2.4456903459095044E-7;2.2644156817643567E-7;3.2062125878289633E-7;1.7832505321364642E-7;1.4462688818348132E-7;-1.673324101259288E-7;-2.6895316804559985E-7;1.9397119635093842E-8;2.764120725482956E-7;2.442657684578817E-7;2.6475190708301306E-7;-1.6076258625254513E-7;-2.1612212967176325E-7;-2.0654056729381872E-7;-1.135912479313464E-7;9.773936598734521E-8;1.0968291273539287E-7;-2.4239651477727217E-7;1.224002047590084E-8;7.250850251050202E-12;-1.765577025092296E-7;8.774331600874956E-8;-1.0198264911233885E-7
15;0.05499999999999999;1.3066617860676756E-8;-3.518838489803771E-8;4.816902360849245E-8;2.65941430964368E-7;-2.051271487709673E-7;3.731774100391668E-7;9.282609181966503E-8;-2.718811648263531E-7;-1.2660986339919464E-7;-1.1533973760905818E-7;2.6873431209521907E-7;1.904270105101035E-7;-3.836089899494143E-8;-1.6556157777496522E-7;4.628130191896893E-9;2.110525149952426E-7;1.2550120854695217E-8;1.1976420411960244E-7;2.1019480173390784E-7;1.907245817998949E-7;1.7884711911425844E-7;7.899387155601976E-8;-1.22924916973374E-7;-2.3671592432934248E-7;1.6344820084840224E-8;2.0273037600644463E-7;2.2959790996507427E-7;7.139457359534561E-8;-1.0127423176951898E-7;-5.794869448336799E-8;-1.210768638566064E-7;-1.3934576667767232E-7;1.0907993033594292E-7;1.1781867974171903E-7;-1.5390259869893135E-7;1.0603075213113208E-8;6.1498124089944076E-12;-1.4681968274816678E-7;1.8850529677837408E-8;-5.4431689844983807E-8
25;0.05499999999999999;4.376455420337922E-9;-2.3247730392815702E-8;3.2445764735364923E-8;2.6398756557484E-7;-1.7288805072731977E-7;3.577994331246699E-7;9.900521464033622E-8;-2.410775844170644E-7;-1.1448163508020758E-7;-9.272111560636105E-8;1.822852287392899E-7;1.2412799819722226E-7;-2.9583213300476537E-8;-1.3879807074733414E-7;-1.796563234128312E-8;1.7282826707651562E-7;1.6110380706470307E-8;2.0459008600623597E-9;2.0133946308934965E-7;6.868824874129923E-8;1.825835584606152E-7;1.638593381908349E-8;-7.880280837077577E-8;-2.1525560212142068E-7;1.363160069446416E-8;1.3041753235800347E-7;2.216614049850939E-7;-9.575191114764159E-8;-4.299503240560576E-8;7.698980422041746E-8;-4.209256269181469E-8;-1.6676582879863297E-7;1.1409858550558969E-7;1.3298620697838336E-7;-6.662121850471032E-8;9.818261119784763E-9;3.4841790042743E-12;-1.1564175697768293E-7;-4.540416137891332E-8;-1.2479536797282772E-8
0.034999999999999996;0.05499999999999999;-4.3137070198018046E-9;-1.1307075888735091E-8;1.6722505861544443E-8;2.6203370018565475E-7;-1.406489526835921E-7;3.424214562116082E-7;1.0458093127202516E-7;-2.100700138331345E-7;-1.0173688151990958E-7;-7.229666458021586E-8;9.917886565409535E-8;5.965848325796125E-8;-2.2156357065549982E-8;-1.1424214024227207E-7;-4.177644225503311E-8;1.384031300172591E-7;1.978654708192049E-8;-9.931033865487385E-8;1.978544441873702E-7;-3.7487245095488935E-8;1.8462349941437925E-7;-3.8670711990261805E-8;-3.467695443922458E-8;-2.0269250469297224E-7;1.1072573162232087E-8;5.903643903784596E-8;2.1458374357407738E-7;-2.0891814574214474E-7;1.096883713934165E-8;1.648812450728677E-7;2.3679087490075268E-8;-1.8638002358852223E-7;1.0338756562923352E-7;1.4982903149668796E-7;1.4786755668600633E-8;9.961049050276438E-9;1.2751813644644354E-12;-7.768102115171627E-8;-9.30490795194773E-8;1.7795288369201492E-8
0.045000000000000005;0.05499999999999999;-1.3003869459648601E-8;6.335786137359931E-10;9.992469866905023E-10;2.600798347964556E-7;-1.0840985463979782E-7;3.2704347929943723E-7;1.0948792303009286E-7;-1.7872703588838034E-7;-8.81822862506656E-8;-5.4186892557136635E-8;2.1577544765642713E-8;-1.2519763386278954E-9;-1.6005152033318764E-8;-9.189556783276278E-8;-6.575588984438544E-8;1.0765068498697517E-7;2.333953451682828E-8;-1.7473392536810474E-7;1.9822902993182218E-7;-1.1895101854264433E-7;1.809252202793137E-7;-8.09125641566898E-8;8.29101269136746E-9;-1.9799247386164835E-7;8.752936836556715E-9;-9.14393791120567E-9;2.0386856851012388E-7;-2.478867942249811E-7;5.514385168878755E-8;1.8856054608993895E-7;6.952456060898846E-8;-1.9162946495840223E-7;7.1794144039893E-8;1.6259241038309255E-7;8.164734647272496E-8;1.1534927222344587E-8;5.034590377541951E-13;-3.124076681243875E-8;-1.1297443942921842E-7;3.037494366351087E-8
0.05500000000000001;0.05499999999999999;-2.1694031899077665E-8;1.2574233114211058E-8;-1.4724011889712431E-8;2.5812596940683155E-7;-7.617075659595331E-8;3.1166550238749367E-7;1.1366445698592805E-7;-1.4698213700606013E-7;-7.372972371060216E-8;-3.8609307275651964E-8;-4.804447735247082E-8;-5.648844559157403E-8;-1.1084718472161555E-8;-7.211561474578208E-8;-8.861133002070158E-8;8.073391460166794E-8;2.654668359396559E-8;-2.165306128077261E-7;2.0113567877506988E-7;-1.6825256263866958E-7;1.6852139975677012E-7;-1.0560031173572298E-7;4.808340983412367E-8;-1.9967632935913763E-7;6.604740051029588E-9;-7.079831728430381E-8;1.8593536047654438E-7;-2.0951204715090966E-7;8.417852611089753E-8;1.4571299308871366E-7;9.220183022804415E-8;-1.8006255156888138E-7;2.0014619888376558E-8;1.650855994384951E-7;1.2544424008518017E-7;1.41152375214338E-8;5.2682423106488985E-14;2.226900972928404E-8;-1.0076090681943485E-7;2.4003258343418824E-8
65;0.05499999999999999;-3.0384194337948184E-8;2.4514887612407165E-8;-3.044727076819236E-8;2.561721040164126E-7;-4.393165855209599E-8;2.9628752547517197E-7;1.1706417081770007E-7;-1.1483413315619846E-7;-5.8410146820552545E-8;-2.5786928819773447E-8;-1.0730374899324425E-7;-1.0392930427193608E-7;-7.2982195452438206E-9;-5.539833723316659E-8;-1.0900034961637099E-7;5.772821599907005E-8;2.9228950460260955E-8;-2.2102342663909998E-7;2.053659715780918E-7;-1.816746183034929E-7;1.4603054350425023E-7;-1.1022652190459526E-7;8.246106543912524E-8;-2.0580401238143815E-7;4.7209988467993265E-9;-1.2265894908536336E-7;1.5900867714804475E-7;-1.1021375087060405E-7;9.444101112264656E-8;5.116207009259642E-8;9.385336630864817E-8;-1.547835025460084E-7;-4.468787046964899E-8;1.5328778812558223E-7;1.4062656162015586E-7;1.7493667621809445E-8;-6.956974622223861E-13;7.767349255874377E-8;-6.132883060531841E-8;1.943608910307898E-9
0.07500000000000001;0.05499999999999999;-3.907435677609754E-8;3.645554210809167E-8;-4.6170529649260385E-8;2.5421823862489535E-7;-1.1692560508311952E-8;2.8090954856203394E-7;1.1964834444969134E-7;-8.232059196188824E-8;-4.2328297948557826E-8;-1.593856797613101E-8;-1.539487317754253E-7;-1.4154399096833924E-7;-4.459586087916262E-9;-4.2261929641108496E-8;-1.2562818351940904E-7;3.825331027559061E-8;3.127521608121037E-8;-1.8919440866527992E-7;2.0973610832381798E-7;-1.600607926632336E-7;1.1330491826397122E-7;-9.495938220771775E-8;1.0958114665187855E-7;-2.1379668236753014E-7;3.1067831678639315E-9;-1.628570658257133E-7;1.2233466032866707E-7;1.7018161046054514E-8;8.524815994566172E-8;-6.603773245142222E-8;8.1978745048791E-8;-1.2319028579626625E-7;-1.10916121693469E-7;1.2513757597440525E-7;1.265159527999318E-7;2.105037186671577E-8;-8.259497507803108E-13;1.289581705481641E-7;-7.986697143522761E-9;-2.795413775277366E-8
85;0.05499999999999999;-4.7764519213369055E-8;4.8396196601068914E-8;-6.189378853327477E-8;2.5226437323209496E-7;2.0546537535277882E-8;2.655315716479113E-7;1.2138855189020652E-7;-4.951973348311652E-8;-2.565245974696335E-8;-9.256327473612646E-9;-1.8614590961392317E-7;-1.6763588196633087E-7;-2.363239675069829E-9;-3.321454085542123E-8;-1.373713602269896E-7;2.1692426945298272E-8;3.269609702624499E-8;-1.2699573201912575E-7;2.1323096831547782E-7;-1.0902333484275304E-7;7.193245798211966E-8;-6.278992661920867E-8;1.2799698371884393E-7;-2.210031904756194E-7;1.5433719739000293E-9;-1.9010274321468475E-7;7.716637682629874E-8;1.3252125547353626E-7;5.929277973167665E-8;-1.7098519062477644E-7;6.62254108161538E-8;-9.468967010200184E-8;-1.6514332183774355E-7;8.205865158165056E-8;8.731875236973417E-8;2.4017391536734337E-8;-5.983272948763888E-13;1.6855195960694802E-7;4.167804237122137E-8;-5.571342240054247E-8
95;0.05499999999999999;-5.645468164961517E-8;6.033685109122976E-8;-7.761704742024998E-8;2.503105078378835E-7;5.278563557852492E-8;2.501535947327719E-7;1.2226522914661958E-7;-1.6536228818052777E-8;-8.603669104981903E-9;-5.875744965576658E-9;-2.025839807379262E-7;-1.8099676999118848E-7;-7.287744184837972E-10;-2.8596802469738983E-8;-1.4344517938448227E-7;7.026043125223407E-9;3.342611520778914E-8;-4.4648193220413334E-8;2.1511084714181174E-7;-3.844969397918299E-8;2.4764209783853663E-8;-1.9488090165396995E-8;1.3674329140017486E-7;-2.2523649037284042E-7;1.2691733940176267E-10;-2.0381150932078193E-7;2.6200940170976457E-8;2.0081217261069043E-7;2.1730275530191328E-8;-2.3253999020054459E-7;5.5701930069981295E-8;-7.792767087916922E-8;-1.9563947011794707E-7;2.8527823956997927E-8;3.114634256227054E-8;2.5830780117183585E-8;-9.98059561418972E-13;1.9020409303938835E-7;7.142912971857183E-8;-7.242444115368629E-8
0.10500000000000001;0.05499999999999999;-6.514484408465133E-8;7.227750557891111E-8;-9.334030630968365E-8;2.483566424422171E-7;8.502473362122468E-8;2.3477561781665276E-7;1.222667160713522E-7;1.6508824472622828E-8;8.571350270192898E-9;-5.875160314264197E-9;-2.025851295490175E-7;-1.8100311925379672E-7;7.442462729310793E-10;-2.8593438246053467E-8;-1.4345153569560637E-7;-6.9721109537495255E-9;3.3429292981168464E-8;4.465374185213116E-8;2.1500343195345643E-7;3.8874778866218546E-8;-2.43938503438918E-8;2.7463651691569686E-8;1.3545854366054544E-7;-2.2523018522447627E-7;-1.2167492988631971E-9;-2.0379134510725908E-7;-2.674042343499979E-8;2.0114177981129166E-7;-2.005586152140987E-8;-2.3255512721318016E-7;5.571747729313634E-8;-7.788936107599012E-8;-1.9567440318030445E-7;-2.866785132984032E-8;-3.0888725220144976E-8;2.58707212619087E-8;-5.222066421036411E-13;1.9026234871641041E-7;7.152396653588911E-8;-7.251544831235443E-8
0.11499999999999999;0.05499999999999999;-7.383500651833335E-8;8.421816006451935E-8;-1.0906356520107632E-7;2.464027770451826E-7;1.1726383166317333E-7;2.193976408997609E-7;1.2139470543619883E-7;4.949288242290824E-8;2.5621927381007102E-8;-9.24771409119468E-9;-1.8614975316581484E-7;-1.6765348600071817E-7;2.372945915586923E-9;-3.3196192197732016E-8;-1.373857741131592E-7;-2.1627672256288597E-8;3.269587730450185E-8;1.2697043685244122E-7;2.1292503309922845E-7;1.0942088957386499E-7;-7.155720015961169E-8;7.016777917430893E-8;1.243525177248085E-7;-2.2102488820661804E-7;-2.6089547529907725E-9;-1.9003844783770333E-7;-7.762551293093492E-8;1.3348889491522466E-7;-5.809971503806118E-8;-1.710818066541005E-7;6.627897916588886E-8;-9.468325937423403E-8;-1.6528821977405396E-7;-8.215425111641754E-8;-8.705425280204371E-8;2.4142411240427864E-8;2.875891817750421E-13;1.6886525911767806E-7;4.186094948237408E-8;-5.609256355299152E-8
125;0.05499999999999999;-8.252516895067115E-8;9.61588145477951E-8;-1.2478682409445141E-7;2.4444891164699533E-7;1.4950292970433293E-7;2.0401966398258968E-7;1.196582182398278E-7;8.22962946222503E-8;4.2301956597917126E-8;-1.5926918489496487E-8;-1.5395666236512353E-7;-1.41573224971122E-7;4.466736978717359E-9;-4.223805290963383E-8;-1.2565251544080384E-7;-3.81949651865338E-8;3.128194829407795E-8;1.89169929114858E-7;2.0929524135101093E-7;1.6045371604898666E-7;-1.1298103457653517E-7;1.0121266806802248E-7;1.0423088435198064E-7;-2.1383190607688207E-7;-4.117972694558999E-9;-1.627464386923632E-7;-1.227161649276543E-7;1.844200829824581E-8;-8.495501285506997E-8;-6.619240995472197E-8;8.205537483455535E-8;-1.2316188795455204E-7;-1.1113010311875041E-7;-1.25226645012979E-7;-1.263767428122204E-7;2.122115358768053E-8;-4.510273767721909E-13;1.2940930294994271E-7;-7.719403075024639E-9;-2.8451073190065056E-8
135;0.05499999999999999;-9.121533138177932E-8;1.0809946902889265E-7;-1.4051008298997797E-7;2.4249504624823554E-7;1.8174202774484896E-7;1.8864168706588114E-7;1.1707745148005051E-7;1.148141015094512E-7;5.839128768993046E-8;-2.5773777735101396E-8;-1.0731579853497923E-7;-1.0396974132208835E-7;7.29989659016765E-9;-5.537079795538242E-8;-1.0903528692400573E-7;-5.767692932007369E-8;2.9241983286529957E-8;2.210156448160259E-7;2.0487361879553038E-7;1.8208284814711838E-7;-1.4578804438057763E-7;1.1490607115636313E-7;7.637326587552878E-8;-2.058407497020328E-7;-5.702587542418866E-9;-1.2249694801396245E-7;-1.5929454028658798E-7;-1.0864647573087909E-7;-9.512969249406468E-8;5.1016045417007425E-8;9.396613585487005E-8;-1.5473602733673309E-7;-4.490736684607124E-8;-1.5339035081503675E-7;-1.4063884199029377E-7;1.7716155192407903E-8;-1.2816291128593574E-14;7.815103191718113E-8;-6.101771973698391E-8;1.4294409620178109E-9
145;0.05499999999999999;-9.990549381176598E-8;1.200401235082304E-7;-1.5623334188761987E-7;2.4054118084937415E-7;2.1398112578482988E-7;1.7326371015018947E-7;1.136825826110102E-7;1.469688545570632E-7;7.372134174046009E-8;-3.8592310183382585E-8;-4.805436780063412E-8;-5.652605546322737E-8;1.1086016991732185E-8;-7.209339804872172E-8;-8.863922376283133E-8;-8.072026065845902E-8;2.6567572019202802E-8;2.1653983382852108E-7;2.0068880938471583E-7;1.6865300120192196E-7;-1.6842294891909713E-7;1.0827944201081219E-7;4.234091415292159E-8;-1.997447649801906E-7;-7.531396778140452E-9;-7.044971927647547E-8;-1.8618817249055703E-7;-2.0818824875234952E-7;-8.565415781839772E-8;1.456672603539856E-7;9.225081630344895E-8;-1.8013497558308616E-7;1.995060707387097E-8;-1.6528718764584667E-7;-1.2553908856564593E-7;1.4283107845948878E-8;7.414072719185981E-14;2.253169864313975E-8;-1.006788545765163E-7;2.3568315229155742E-8
