X;Y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.15625;0.15625;1.1042276980263463E-5;-7.341563185688354E-6;-3.502905107802753E-7;-1.1210791643372614E-6;8.966396452566494E-6;1.0266361809687812E-6;1.3409950985418394E-5;2.2372027130475385E-10;1.3073107736336167E-5;-1.2972324865466397E-5;3.8049496855575357E-7;1.208032059160644E-5;1.2468124679696065E-5;1.261027111008169E-5;8.953509305289936E-10;1.2328885029886704E-5;-1.2167223846962871E-5;2.859216570092797E-6;-4.6190613124719577E-10;1.1773287962366872E-5;-1.1776215925224314E-5;3.998270356830935E-6;-1.1792966242252759E-5;-6.3889233956240125E-9;1.155536070419835E-5;4.839401709867581E-6;8.991192052787587E-6;-3.846312405293763E-9;-1.1282862051458542E-5;1.776668747868385E-6;1.1078263059659233E-5;-1.0969584409256849E-5;-1.1023620433015176E-5;-9.431504238419495E-6;1.7373763671496838E-8;-1.2547457559473425E-7;-1.0767233804477468E-5;1.0506762764076831E-5;7.843310753128305E-6;1.0454259218521875E-5
0.46875;0.15625;1.0530206862563316E-5;-6.953623482193395E-6;-2.1680454744123724E-7;-9.937240994546002E-7;9.120312590185787E-6;1.1490885651722072E-6;1.2717787551742786E-5;-1.297415399761287E-6;1.2045009434661097E-5;-1.1864309551147993E-5;-5.399302606541057E-7;1.2127045572474494E-5;9.259914421578272E-6;1.1102572761172781E-5;-2.4022241906897393E-6;1.0547198325966202E-5;-1.051662524820229E-5;1.0621691705139833E-6;-3.1000121099498506E-6;9.44776736048066E-6;-8.740891085355734E-6;5.2591306553960185E-6;-9.431654763792457E-6;-1.9022337405973543E-6;8.975641006755948E-6;7.126841362374337E-6;4.634202598565165E-6;-4.037135130072203E-6;-8.520974065293968E-6;6.788462107560828E-7;8.06513345991233E-6;-1.0356948599311828E-5;-5.434885367912195E-6;-6.694679336543253E-6;2.232477547818054E-6;-4.833711346456497E-6;-7.33631174001903E-6;6.938400318072228E-6;8.82189850312865E-6;4.106480563875543E-6
0.78125;0.15625;1.0018136744863477E-5;-6.5656837786988326E-6;-8.331858410252407E-8;-8.663690345722776E-7;9.274228727804776E-6;1.2715409493753116E-6;1.2012104861140961E-5;-2.585740656427326E-6;1.1011113684918404E-5;-1.0719770332494238E-5;-1.4508841264655619E-6;1.2116756434156898E-5;6.081973438478146E-6;9.496284510108742E-6;-4.736702644465297E-6;8.714332083092361E-6;-8.681076729029921E-6;-7.140848618866874E-7;-6.016900162653072E-6;7.1467009113127476E-6;-5.6992442950068574E-6;6.366442946590527E-6;-6.7886605362579765E-6;-3.6510001241941504E-6;6.231503232106763E-6;9.111120327246966E-6;6.707254750600586E-7;-7.616450340022095E-6;-5.454606220607627E-6;-4.0078518214226053E-7;5.095148587021946E-6;-9.254463876191995E-6;-1.995637292274996E-8;-3.422552399824639E-6;4.095717519908755E-6;-8.693770449444406E-6;-3.5923343434149026E-6;3.5822161180919196E-6;9.282798503488308E-6;-1.5059171475568192E-6
1.09375;0.15625;9.506066627164296E-6;-6.177744075204999E-6;5.016737923576017E-8;-7.390139696907761E-7;9.428144865423456E-6;1.3939933335779193E-6;1.1285697520686976E-5;-3.855892288598297E-6;9.973561883339961E-6;-9.525447353148343E-6;-2.341879209568774E-6;1.2028684289177804E-5;2.998948152600908E-6;7.760506371858983E-6;-6.932699405961175E-6;6.845037129052004E-6;-6.6187863240074336E-6;-2.4113874120714663E-6;-8.578484155960955E-6;4.989572401867395E-6;-2.780339126935871E-6;7.218741529437371E-6;-3.845948542786439E-6;-5.100447079130486E-6;3.4036057733280482E-6;1.0589700966447562E-5;-2.426344059267176E-6;-1.0333763072564945E-5;-2.16941130782753E-6;-1.3701933022346138E-6;2.44913253173811E-6;-7.583278189614919E-6;4.683556521102981E-6;3.12752794883771E-7;5.263205114616864E-6;-1.1036461578258968E-5;1.8278564557579943E-7;9.69337235984858E-7;9.0900259009221E-6;-5.4287499033600674E-6
1.40625;0.15625;8.993996509465975E-6;-5.789804371712151E-6;1.8365334257385435E-7;-6.116589048103355E-7;9.58206100304182E-6;1.5164457177799233E-6;1.0533732184738007E-5;-5.0971428278583E-6;8.93913700185256E-6;-8.27854095056156E-6;-3.1993738196914464E-6;1.1854220627815254E-5;1.0110118588080096E-7;5.894780396585348E-6;-8.907264838048731E-6;4.986021503956124E-6;-4.350826287190477E-6;-3.945119196937557E-6;-1.0602840354267506E-5;3.134494784743577E-6;-1.7279718111547916E-7;7.727507334608517E-6;-7.035413539773772E-7;-6.0851814018223466E-6;6.718357068156524E-7;1.1396612781394561E-5;-4.2077180660126365E-6;-1.1821388821208231E-5;1.0943893353202642E-6;-2.1015507369020223E-6;4.5727260422306744E-7;-5.416753438613055E-6;8.052678365675363E-6;4.173675740735845E-6;5.425689971123206E-6;-1.1416699795441212E-5;3.519651053748626E-6;-4.1074503708010263E-7;8.256931180131452E-6;-6.896914883280364E-6
1.71875;0.15625;8.481926391768297E-6;-5.401864668220226E-6;3.1713930591205984E-7;-4.843038399311145E-7;9.735977140659531E-6;1.6388981019811804E-6;9.753120037937189E-6;-6.297656961814832E-6;7.918003876094271E-6;-6.983796521915386E-6;-4.007790049066033E-6;1.1594637564243195E-5;-2.510461536280692E-6;3.91990691046092E-6;-1.0573830490852021E-5;3.2017321071045576E-6;-1.9397618333625644E-6;-5.220264082530029E-6;-1.1934398154207098E-5;1.7384125030264862E-6;1.9276198219483218E-6;7.830346695021803E-6;2.4677828735317316E-6;-6.459253476181864E-6;-1.7511379037057699E-6;1.1449951017084495E-5;-4.390784587766497E-6;-1.186273595972554E-5;4.038453443962041E-6;-2.4642012728058977E-6;-6.213310341023344E-7;-2.9275203735195573E-6;9.60647454170031E-6;7.68646056003358E-6;4.410385108733317E-6;-9.82116787152581E-6;5.960224021248444E-6;-3.316547351614242E-7;6.942396754201543E-6;-5.69464884702021E-6
2.03125;0.15625;7.969856274071001E-6;-5.013924964729098E-6;4.5062526925049665E-7;-3.5694877505305447E-7;9.889893278276258E-6;1.7613504861815341E-6;8.94234300534583E-6;-7.444749857064017E-6;6.922837051361204E-6;-5.652055226742117E-6;-4.7502066079239035E-6;1.1258561477316328E-5;-4.7351570115942995E-6;1.8729876382879706E-6;-1.1849979452266818E-5;1.5636995234129495E-6;5.23439825052572E-7;-6.144767233738196E-6;-1.2469772370924178E-5;9.240906277882763E-7;3.3588184807468514E-6;7.500337784403902E-6;5.459049172822014E-6;-6.124805911538883E-6;-3.669347449112785E-6;1.0772367731250818E-5;-2.954567506464986E-6;-1.0458046791830314E-5;6.375788434948279E-6;-2.3557493772139237E-6;-6.827715213673798E-7;-3.428911660697246E-7;9.157998574799574E-6;1.0346791735593155E-5;2.25167754419221E-6;-6.717194346580003E-6;7.195369304714869E-6;1.0604824629264778E-6;5.403164699566593E-6;-2.2979031829947385E-6
2.34375;0.15625;7.457786156374375E-6;-4.625985261238913E-6;5.841112325891704E-7;-2.2959371017611643E-7;1.0043809415892372E-5;1.8838028703809032E-6;8.100879408007034E-6;-8.525237837324092E-6;5.968009269812897E-6;-4.298093995140256E-6;-5.408903241099215E-6;1.0860282302334354E-5;-6.482441020607007E-6;-1.9882441523085576E-7;-1.2663420728197355E-5;1.4110977649936103E-7;2.9333297441628097E-6;-6.639677605561214E-6;-1.217550152155163E-5;7.586891688873931E-7;4.02129733986569E-6;6.750778082097183E-6;8.052904331321818E-6;-5.0484033213726575E-6;-4.940614357215076E-6;9.494499348234702E-6;-1.680399461583205E-7;-7.841593434402423E-6;7.881619665661587E-6;-1.7224010315196668E-6;1.8640401206826892E-7;2.101299697295074E-6;6.877168648943181E-6;1.1714451396497602E-5;-7.955313437553338E-7;-2.9603747605036936E-6;7.1410879017102695E-6;3.276213036884469E-6;3.9326154326068605E-6;2.2167845897291548E-6
2.65625;0.15625;6.945716038679119E-6;-4.238045557750046E-6;7.175971959282245E-7;-1.0223864530043077E-7;1.0197725553508795E-5;2.0062552545793903E-6;7.2294393049590675E-6;-9.525950694338233E-6;5.068754145817813E-6;-2.940143328749207E-6;-5.966596030821362E-6;1.0418530260461275E-5;-7.682250226296203E-6;-2.240815979076976E-6;-1.2961370242384494E-5;-1.0071463614726465E-6;5.178909951092847E-6;-6.6521307764530526E-6;-1.1101068336733549E-5;1.237610731007232E-6;3.8996873832154485E-6;5.63897527713991E-6;1.0051329879696387E-5;-3.2797292125846816E-6;-5.503511400936141E-6;7.83902917819048E-6;3.441325337019273E-6;-4.455707896403248E-6;8.43448125390531E-6;-5.82927328733128E-7;1.716806013656494E-6;4.199513836552664E-6;3.283483166566789E-6;1.1522563251260414E-5;-4.274699073598591E-6;4.306559444956903E-7;5.96889110576645E-6;5.623083508678019E-6;2.7853844216313176E-6;6.468428829242925E-6
2.96875;0.15625;6.433645920985707E-6;-3.850105854262707E-6;8.51083159267751E-7;2.5116419573931247E-8;1.0351641691126196E-5;2.1287076387770977E-6;6.3296452135783845E-6;-1.0434236874077741E-5;4.240367887887538E-6;-1.598356368828414E-6;-6.407104172150589E-6;9.9549895263071E-6;-8.290390640379011E-6;-4.195017494974891E-6;-1.2713729729113031E-5;-1.8378045654006465E-6;7.153395516461164E-6;-6.159174582060166E-6;-9.372395625243672E-6;2.2867795493870035E-6;3.0626254536102106E-6;4.25834249992453E-6;1.1294038356137879E-5;-9.433482865479995E-7;-5.381542466461272E-6;6.07940262587419E-6;7.191013613897913E-6;-8.643124011764286E-7;8.022047326952176E-6;9.731839600799456E-7;3.5170002747849902E-6;5.810315027048417E-6;-8.731830583579418E-7;9.720025440724297E-6;-7.619278414007879E-6;2.5479546583476143E-6;4.046381995448595E-6;7.414946184786813E-6;2.1160444402721995E-6;9.166205565452888E-6
