% X;Y;w (m) @ lambda=1;w (m) @ lambda=2;w (m) @ lambda=3;w (m) @ lambda=4;w (m) @ lambda=5;w (m) @ lambda=6;w (m) @ lambda=7;w (m) @ lambda=8;w (m) @ lambda=9;w (m) @ lambda=10;w (m) @ lambda=11;w (m) @ lambda=12;w (m) @ lambda=13;w (m) @ lambda=14;w (m) @ lambda=15;w (m) @ lambda=16;w (m) @ lambda=17;w (m) @ lambda=18;w (m) @ lambda=19;w (m) @ lambda=20;w (m) @ lambda=21;w (m) @ lambda=22;w (m) @ lambda=23;w (m) @ lambda=24;w (m) @ lambda=25;w (m) @ lambda=26;w (m) @ lambda=27;w (m) @ lambda=28;w (m) @ lambda=29;w (m) @ lambda=30
9.3;0.3;4.812896305289993E-8;-1.1304668012926859E-6;3.412506811573284E-6;-1.2723915460300556E-5;3.73573175759826E-7;1.123373498374088E-5;1.1935095081408082E-5;1.6502123718149446E-6;1.0835510143434415E-5;1.0447235687315542E-5;-1.996418706242459E-6;-1.019299855771867E-5;3.5153687787938963E-6;9.477198859153707E-6;3.013895901701408E-6;-8.533620326180576E-6;4.48058304550268E-6;9.25662970410989E-6;-3.7831000603695936E-6;6.6999861779599996E-6;1.3197593681939412E-6;-7.243361690144828E-6;-7.0326475313239045E-6;-2.414626820801798E-6;-6.238384705392398E-6;-3.920742462897201E-6;-5.187542064513276E-6;-4.812920447189431E-6;4.679993908270397E-6;-6.035860151438782E-6
9.5;0.3;3.4926104237090866E-8;-1.1711391156553128E-6;3.518590622632263E-6;-1.2991860637365683E-5;6.556033330997716E-7;1.1173302634899294E-5;1.2372910448637477E-5;8.273059385364089E-7;1.148923945202185E-5;1.1217427929341959E-5;-1.517847378003809E-6;-1.058596440602296E-5;5.203459448369743E-6;1.043333835972908E-5;1.5212747217714086E-6;-9.658485751383625E-6;6.1662892089154245E-6;9.93971984349233E-6;-1.9307620613466585E-6;8.155281837438454E-6;-2.1044734732399767E-7;-8.47762225212961E-6;-8.526009713638335E-6;-1.235493908700789E-6;-7.845533322972216E-6;-5.987553474023925E-6;-3.2247708871985593E-6;-2.500349452233795E-6;6.509544885945075E-6;-7.594962609720439E-6
9.7;0.3;2.172324295358727E-8;-1.2118114295280796E-6;3.6246744417187394E-6;-1.3259805832428878E-5;9.376334820287159E-7;1.1112870308630486E-5;1.2805046934854595E-5;6.228042970071899E-11;1.2141718657249964E-5;1.1973864612773204E-5;-1.0339376950673537E-6;-1.0965803892124928E-5;6.911086791785596E-6;1.1350903236164717E-5;-5.175760790205959E-11;-1.0766930169099104E-5;7.826510254727611E-6;1.054399491085641E-5;-1.544562924555296E-10;9.631703414435462E-6;-1.796217927276213E-6;-9.691976002325565E-6;-9.915436876364677E-6;5.752398369618647E-10;-9.398473694910801E-6;-8.169171094479299E-6;-1.0948622310646265E-6;5.984636111001669E-12;8.380068083134373E-6;-9.029813432534773E-6
9.9;0.3;8.520380436287515E-9;-1.2524837433579484E-6;3.7307582657565284E-6;-1.352775104055975E-5;1.2196636259315603E-6;1.1052437998993108E-5;1.323407301711531E-5;-8.296746348311395E-7;1.279308383789907E-5;1.2722198153014668E-5;-5.470661701013756E-7;-1.1335666936024347E-5;8.628046915398862E-6;1.2245422976431656E-5;-1.5369434218514726E-6;-1.1862737094636201E-5;9.467811148982056E-6;1.109989398106947E-5;1.9737915256157135E-6;1.1110049469373227E-5;-3.4102642964103107E-6;-1.088514222544324E-5;-1.1236291621120232E-5;1.2655325502517908E-6;-1.0906501213443755E-5;-1.0391270594713099E-5;1.130081684291701E-6;2.6023877648675815E-6;1.0248090390124678E-5;-1.0374935843212063E-5
0.1;0.5;6.438829095434665E-7;7.656188388205857E-7;-1.5085799079016478E-6;-1.0615101247692844E-7;-1.2337104455278458E-5;1.3975674193944024E-5;-1.2795516364910727E-5;-1.6575526667294506E-6;1.2137481114038538E-5;2.1245694282037356E-6;1.1853478989574097E-5;-4.7865745200984396E-6;-1.2283088416265822E-5;1.1277780442797032E-5;3.060434936032226E-6;1.0720908201598085E-5;-1.1578088763609398E-5;6.153624038818661E-6;3.910791233171363E-6;9.612474562146093E-6;-1.0113697601945778E-5;-8.827546033172096E-7;9.681349676832717E-6;2.500251608271265E-6;-9.224327465998874E-6;5.965018599022414E-6;-7.532854886142588E-6;-5.111804363221597E-6;-8.298974084675573E-6;2.5873909022681285E-6
0.3;0.5;6.306797257957403E-7;7.249460957419016E-7;-1.4024947330193456E-6;-3.740994344861888E-7;-1.2055077318439592E-5;1.3915255793637085E-5;-1.2372646771551617E-5;-8.2724018009456E-7;1.1489189376433175E-5;1.5178170896542569E-6;1.1217314648034664E-5;-5.203145280668078E-6;-1.0585052495879293E-5;1.043316787761396E-5;1.521468950543281E-6;9.658582167669396E-6;-9.93943327533505E-6;6.166579353024271E-6;1.930493275272956E-6;8.155041203732111E-6;-8.477719741947682E-6;2.106516708203653E-7;8.52645708388026E-6;1.235570445975108E-6;-7.845793627663822E-6;3.2241960061918653E-6;-5.987356814479175E-6;-2.5002308070209686E-6;-6.508506467321275E-6;2.5745779508189074E-6
0.5;0.5;6.174765429069356E-7;6.842733524330068E-7;-1.2964095580744056E-6;-6.420478647466541E-7;-1.1773050188219676E-5;1.3854837390691898E-5;-1.1947841261235484E-5;1.270046224400798E-11;1.0840115144841376E-5;9.132012365355001E-7;1.0575671830940448E-5;-5.605118166859546E-6;-8.893197660022968E-6;9.57404156519646E-6;1.4691968216726792E-10;8.58801506077227E-6;-8.283950577288567E-6;6.149294250712421E-6;-1.2728911681081822E-10;6.698357886535586E-6;-6.838167641258909E-6;1.2674834633498155E-6;7.328916605462585E-6;-1.855025827686521E-10;-6.439232124052427E-6;5.954131381149281E-7;-4.44498317763353E-6;1.4764015827369878E-10;-4.7175137497166415E-6;2.529474460152654E-6
0.7000000000000001;0.5;6.04273361731683E-7;6.436006084299199E-7;-1.1903243833439548E-6;-9.099963075904054E-7;-1.1491023065701554E-5;1.3794418968420367E-5;-1.1518652884672394E-5;8.223547910033276E-7;1.019020577402262E-5;3.119653904604819E-7;9.922962882882257E-6;-5.985851706015544E-6;-7.21555463349088E-6;8.685920642985672E-6;-1.4916622249681218E-6;7.506282588319686E-6;-6.597154193928567E-6;6.077755357383173E-6;-1.8485505063633564E-6;5.262804367291466E-6;-5.207240427698685E-6;2.2656482328222416E-6;6.056394797926743E-6;-1.184487828506757E-6;-4.998139316714717E-6;-1.8390017883011717E-6;-2.9619596592907962E-6;2.3129526349689E-6;-2.9726299126674347E-6;2.430964806136194E-6
0.8999999999999999;0.5;5.910701830236681E-7;6.029278631564038E-7;-1.0842392086966235E-6;-1.1779447669609059E-6;-1.1208995944762692E-5;1.3734000500634957E-5;-1.1083068675416457E-5;1.6376044218254004E-6;9.540171191532616E-6;-2.839555163651662E-7;9.255468691939379E-6;-6.339292500853285E-6;-5.5649773131309905E-6;7.75986185307165E-6;-2.938606010024853E-6;6.416658941633388E-6;-4.8791641177140115E-6;5.933498130977452E-6;-3.575473785303015E-6;3.879084957038002E-6;-3.6115775910824726E-6;3.179751877122371E-6;4.698145471355092E-6;-2.285935721810836E-6;-3.537787783649588E-6;-3.981855460179376E-6;-1.6094662221498154E-6;4.346579840346033E-6;-1.343372666081964E-6;2.2650970441423545E-6
1.1;0.5;5.778670074887544E-7;5.622551160075063E-7;-9.781540337642088E-7;-1.4458932461260888E-6;-1.0926968812804127E-5;1.367358195242749E-5;-1.063946887015547E-5;2.4432847046309823E-6;8.891392897162269E-6;-8.720077880261303E-7;8.571115270159816E-6;-6.659978384078551E-6;-3.958040808497458E-6;6.7916806915703565E-6;-4.322665250510829E-6;5.327362459850227E-6;-3.1418592743410284E-6;5.702937788868008E-6;-5.1383949375667E-6;2.5842262609531943E-6;-2.087465691891129E-6;3.983258144050001E-6;3.260690793182774E-6;-3.2679622821719063E-6;-2.088911561990993E-6;-5.7355932470796824E-6;-4.6274752536146385E-7;6.008163274785606E-6;9.11338038979872E-8;2.0238414243034613E-6
1.3;0.5;5.646638357698321E-7;5.21582366512058E-7;-8.720688580051969E-7;-1.7138417473760027E-6;-1.0644941651725809E-5;1.3613163281390341E-5;-1.0186585347979358E-5;3.2366661790516653E-6;8.245823163979315E-6;-1.4491007515167774E-6;7.86924478449768E-6;-6.943044936064605E-6;-2.413890201431721E-6;5.781192160661377E-6;-5.624008177054286E-6;4.250285189815522E-6;-1.4061331107415992E-6;5.376780898215686E-6;-6.495090733333617E-6;1.4175978192316286E-6;-6.761441272406469E-7;4.650547276073289E-6;1.7638709943003532E-6;-4.092349422774976E-6;-6.917084287387182E-7;-7.015266818990051E-6;4.0925227281731567E-7;7.215976430575495E-6;1.2545722212012556E-6;1.7040239548037603E-6
1.5;0.5;5.514606687692918E-7;4.809096143005224E-7;-7.659836813253809E-7;-1.981790271798056E-6;-1.036291443894713E-5;1.3552744438850652E-5;-9.723449690529351E-6;4.014796113428583E-6;7.605901751876277E-6;-2.01168286211215E-6;7.150390660045891E-6;-7.184261363457823E-6;-9.532529114997995E-7;4.731499306490583E-6;-6.821798188681761E-6;3.1998870348456945E-6;3.0060433781819517E-7;4.949583668949601E-6;-7.606724290533635E-6;4.1759638317870584E-7;5.80206829055398E-7;5.1588149321806035E-6;2.3739817585075075E-7;-4.722525344630488E-6;6.09299935786733E-7;-7.7591116821989E-6;9.520151627173647E-7;7.909716259310838E-6;2.0833717398210743E-6;1.306705481247611E-6
1.7000000000000002;0.5;5.382575079530532E-7;4.4023685972007035E-7;-6.598985041910606E-7;-2.249738819163706E-6;-1.0080887149315469E-5;1.3492325372578746E-5;-9.24936664235816E-6;4.77454516338544E-6;6.974463247055763E-6;-2.5558363846174692E-6;6.416104165550174E-6;-7.380092786953581E-6;4.026387921436439E-7;3.648434369329576E-6;-7.895112437940304E-6;2.1921070019188826E-6;1.9467309182313485E-6;4.419559800402027E-6;-8.440847604921286E-6;-3.8166803712181046E-7;1.6423453433403567E-6;5.489882104308295E-6;-1.2821437816677956E-6;-5.126767967905887E-6;1.7700110095751752E-6;-7.93693377406781E-6;1.1325805840171724E-6;8.058669911705037E-6;2.53523756822087E-6;8.36864413105311E-7
1.9;0.5;5.250543539744434E-7;3.9956410293718845E-7;-5.538133269497807E-7;-2.5176873878405584E-6;-9.798859757334885E-6;1.3431906029885256E-5;-8.76387458905283E-6;5.512657962141592E-6;6.354654717709982E-6;-3.0773724605077895E-6;5.668769423317845E-6;-7.52780483724846E-6;1.6329944507489032E-6;2.539992812569289E-6;-8.8237959535724E-6;1.243402489664308E-6;3.4985318612461667E-6;3.788347463145371E-6;-8.9738695171854E-6;-9.528889485782751E-7;2.4770651766860377E-6;5.631655658904496E-6;-2.7540656808375356E-6;-5.280771548361214E-6;2.750630722083676E-6;-7.554959879214195E-6;9.435726830806857E-7;7.666549863728427E-6;2.59434893071827E-6;3.030641244308086E-7
2.1;0.5;5.118512080113749E-7;3.5889134465196635E-7;-4.477281509851626E-7;-2.7856359748376808E-6;-9.516832238481575E-6;1.3371486359721304E-5;-8.266730354004691E-6;6.225785292932929E-6;5.749870532999126E-6;-3.5719122082188617E-6;4.911492360276701E-6;-7.625538556083228E-6;2.7182824415530833E-6;1.4159679315456105E-6;-9.589243185529845E-6;3.699567518958894E-7;4.921947938601486E-6;3.0609935207779237E-6;-9.192947074161663E-6;-1.2776228478042381E-6;3.0597004586469878E-6;5.57925445478298E-6;-4.135857831129543E-6;-5.169883738511361E-6;3.518801911990213E-6;-6.657599255233526E-6;4.052558994692782E-7;6.77345443201958E-6;2.2741928625716552E-6;-2.826047031497247E-7
2.3000000000000003;0.5;4.986480716099323E-7;3.182185859681241E-7;-3.4164297866649485E-7;-3.0535845757254595E-6;-9.234804570164088E-6;1.331106631432379E-5;-7.757879523962165E-6;6.910541823962398E-6;5.163661841922861E-6;-4.034987869436869E-6;4.147934584213881E-6;-7.672361901058074E-6;3.6410870073237688E-6;2.874591008976721E-7;-1.0175138411162733E-5;-4.1317544762116224E-7;6.184357341663477E-6;2.245672706090199E-6;-9.097170079601096E-6;-1.3478253554914106E-6;3.3760969170207602E-6;5.335557347440459E-6;-5.385538404952758E-6;-4.790422472383306E-6;4.052131963540692E-6;-5.325013763273713E-6;-4.351294789290581E-7;5.4536900461529255E-6;1.6172983526758723E-6;-9.048764124011381E-7
2.5;0.5;4.85444945975424E-7;2.775458275109521E-7;-2.3555781306727674E-7;-3.3215331846845673E-6;-8.952776732596563E-6;1.3250645850657533E-5;-7.237440615338111E-6;7.563539357244196E-6;4.59968443219733E-6;-4.462120713551372E-6;3.3822182189602624E-6;-7.668350758232121E-6;4.3867169516861094E-6;-8.334445736579587E-7;-1.0568088471615528E-5;-1.09265488178259E-6;7.255984108612587E-6;1.3535724075168769E-6;-8.698231737837114E-6;-1.1665691603618513E-6;3.4237264668872937E-6;4.911505855765938E-6;-6.4636530314262516E-6;-4.150615146186153E-6;4.339812629768894E-6;-3.668484096190627E-6;-1.5064889003786246E-6;3.8116174381028654E-6;6.924112036432567E-7;-1.5456115211613314E-6
2.7;0.5;4.72241832211282E-7;2.368730695286654E-7;-1.2947265813584213E-7;-3.5894817947677286E-6;-8.670748710057179E-6;1.3190224932499451E-5;-6.705690379346597E-6;8.181429801644672E-6;4.061629651346823E-6;-4.84890338669815E-6;2.6188187004252553E-6;-7.614606431498995E-6;4.943798220442822E-6;-1.933987423335022E-6;-1.0758153968801231E-5;-1.657435650560393E-6;8.11112062620845E-6;3.9866021421690325E-7;-8.020305752758694E-6;-7.48284455192011E-7;3.212208852196978E-6;4.325816722304E-6;-7.334963724661854E-6;-3.270709511875856E-6;4.383436665150545E-6;-1.822503005679715E-6;-2.718861991953255E-6;1.9742493104441477E-6;-4.1066577932437704E-7;-2.1841056884289365E-6
2.9;0.5;4.59038731672356E-7;1.9620031291045853E-7;-2.3387518435207347E-8;-3.857430398067209E-6;-8.388720491353456E-6;1.312980353124008E-5;-6.163046839307405E-6;8.760950443542844E-6;3.5531559538176074E-6;-5.191089942146288E-6;1.8624509051714135E-6;-7.5132571186554665E-6;5.304759345958466E-6;-3.0011091923481736E-6;-1.0739308214053944E-5;-2.099257941076832E-6;8.72929612535955E-6;-6.026881183669176E-7;-7.0992414912727425E-6;-1.1829111334187969E-7;2.7631116091711798E-6;3.604255384170781E-6;-7.970207926180596E-6;-2.1823985597110698E-6;4.197096420532281E-6;6.534871556021106E-8;-3.970383154650441E-6;8.17225467987277E-8;-1.5883317888243272E-6;-2.797745970983478E-6
3.1;0.5;4.458356454948354E-7;1.5552755850619978E-7;8.269760116934658E-8;-4.125378985794859E-6;-8.106692069814124E-6;1.306938162588767E-5;-5.610052680912414E-6;9.298960625199043E-6;3.077832658941486E-6;-5.484662288817906E-6;1.1179740203474585E-6;-7.367434271835019E-6;5.466141929771001E-6;-4.0217181812936584E-6;-1.0509700704951136E-5;-2.4129729021821415E-6;9.096001736964873E-6;-1.632058239585682E-6;-5.981151268964469E-6;6.883016631751192E-7;2.109014185117092E-6;2.778520525031528E-6;-8.347202205805229E-6;-9.275922661531945E-7;3.80653458562693E-6;1.845376807038604E-6;-5.155161939442345E-6;-1.7231199779580362E-6;-2.7315413344711954E-6;-3.3625463992028875E-6
3.3000000000000003;0.5;4.326325747678755E-7;1.1485480708241397E-7;1.8878269542087917E-7;-4.393327548451769E-6;-7.824663443021828E-6;1.300895920262207E-5;-5.047366579904203E-6;9.792481415190991E-6;2.6390902483931983E-6;-5.725911107582926E-6;3.903127084453101E-7;-7.181265429306756E-6;5.428807608995329E-6;-4.9829798949901405E-6;-1.0071909651146792E-5;-2.596766304272979E-6;9.203434475437137E-6;-2.669467412896009E-6;-4.720602030926014E-6;1.6282615608577187E-6;1.2920294560665507E-6;1.8849065147776053E-6;-8.452176807601152E-6;4.432928170404175E-7;3.24785915553254E-6;3.3769425488165796E-6;-6.1719026221197846E-6;-3.305379783413349E-6;-3.7347606194450063E-6;-3.854285422105462E-6
3.5;0.5;4.194295205123744E-7;7.418205964567642E-8;2.948677589184314E-7;-4.6612760758812475E-6;-7.542634612430957E-6;1.2948536254069113E-5;-4.475746282069972E-6;1.0238723414056595E-5;2.240169041734243E-6;-5.9114830293928965E-6;-3.156305103094134E-7;-6.959770802018846E-6;5.1980329101944646E-6;-5.872540187123188E-6;-9.432936847030002E-6;-2.6522920734690398E-6;9.050706444383382E-6;-3.693823905706815E-6;-3.3782157017295052E-6;2.6521411365514215E-6;3.618556939795816E-7;9.625728007426843E-7;-8.280079137316475E-6;1.8735378105129844E-6;2.565363344566691E-6;4.5392166551057475E-6;-6.931630113517085E-6;-4.548438993889603E-6;-4.504425532266883E-6;-4.249048514606124E-6
3.7;0.5;4.062264835901477E-7;3.350931767978392E-8;4.0095278643124893E-7;-4.929224557376183E-6;-7.260605582732724E-6;1.288811277819399E-5;-3.896038182548481E-6;1.063512716085158E-5;1.8840658167428455E-6;-6.038457840710729E-6;-9.950613368658374E-7;-6.708772110850769E-6;4.783459992998326E-6;-6.678820724657484E-6;-8.604179466482658E-6;-2.5846817696778443E-6;8.644127455268921E-6;-4.683569660306631E-6;-2.0178886015262313E-6;3.706803687762038E-6;-6.267282323169071E-7;5.163504445070633E-8;-7.83524463401864E-6;3.302826756622112E-6;1.8090337463776422E-6;5.240648208195483E-6;-7.365261350868682E-6;-5.363130744727029E-6;-4.966876507233797E-6;-4.524632772048623E-6
3.9000000000000004;0.5;3.9302346462330584E-7;-7.1634171125799E-9;5.070377729753364E-7;-5.197172981749039E-6;-6.978576361388724E-6;1.2827688777398092E-5;-3.309167863882207E-6;1.097938426707911E-5;1.5735016763892519E-6;-6.104385595418666E-6;-1.6433484376022515E-6;-6.434791710728541E-6;4.198942879804012E-6;-7.391174887694783E-6;-7.601247919247314E-6;-2.4024317281439507E-6;7.997022714988112E-6;-5.617164710822376E-6;-7.04084585069786E-7;4.737887961476999E-6;-1.6164421301015936E-6;-8.086567389240003E-7;-7.131210481199598E-6;4.669890009769792E-6;1.0317211967193949E-6;5.425615636912432E-6;-7.42908403569744E-6;-5.694255389386363E-6;-5.0742091960158314E-6;-4.66147041090825E-6
4.1;0.5;3.7982046385742674E-7;-4.783614343444831E-8;6.131227139157787E-7;-5.4651213374955805E-6;-6.696546958238997E-6;1.2767264257756736E-5;-2.7161277041397713E-6;1.126946721644037E-5;1.3108762279448143E-6;-6.107336860768865E-6;-2.256100019658427E-6;-6.144889477180559E-6;3.4622587621347824E-6;-8.000104996183754E-6;-6.4436478483303805E-6;-2.117199355249649E-6;7.129428733138234E-6;-6.47370213114671E-6;5.012353337162137E-7;5.692523759430344E-6;-2.5503906306122607E-6;-1.5819100029463E-6;-6.190398162153449E-6;5.9154209565027635E-6;2.8606025408495495E-7;5.0788584248428915E-6;-7.108508335763674E-6;-5.525023433175542E-6;-4.808274010816596E-6;-4.643777132037352E-6
4.3;0.5;3.6661748135653306E-7;-8.85088603093529E-8;7.192076047795709E-7;-5.733069612652167E-6;-6.414517384694416E-6;1.2706839227381883E-5;-2.1179618457266144E-6;1.1503655748960969E-5;1.0982387105062923E-6;-6.04593761426732E-6;-2.829230875137978E-6;-5.846532253128194E-6;2.5946704892417672E-6;-8.49745710625704E-6;-5.1543300774872765E-6;-1.7434561239380251E-6;6.067499171719592E-6;-7.2335823940716556E-6;1.5414221514719396E-6;6.522069437224722E-6;-3.374968356499933E-6;-2.236367897049854E-6;-5.043370705399923E-6;6.985104006409135E-6;-3.785651510806981E-7;4.226188317243741E-6;-6.419579903749357E-6;-4.8780273369451725E-6;-4.1820933696677975E-6;-4.460862220349686E-6
4.5;0.5;3.534145168827262E-7;-1.291815667123977E-7;8.252924414457337E-7;-6.001017794545645E-6;-6.132487653013391E-6;1.2646413694881458E-5;-1.515764151173883E-6;1.1680543778218009E-5;9.372664619447703E-7;-5.919391524348489E-6;-3.358990630537766E-6;-5.54744073191205E-6;1.6206072023976092E-6;-8.87650490817334E-6;-3.7593483303945225E-6;-1.298210180627257E-6;4.842958430529361E-6;-7.878883760856471E-6;2.367503695015857E-6;7.184153756432648E-6;-4.042184188835427E-6;-2.746328120401302E-6;-3.72800574652589E-6;7.83174805250283E-6;-9.186162294960241E-7;2.9328345386082326E-6;-5.407997559876901E-6;-3.8138049976810073E-6;-3.2388988546842733E-6;-4.10790373651856E-6
