% X;Y;w (m) @ lambda=1;w (m) @ lambda=2;w (m) @ lambda=3;w (m) @ lambda=4;w (m) @ lambda=5;w (m) @ lambda=6;w (m) @ lambda=7;w (m) @ lambda=8;w (m) @ lambda=9;w (m) @ lambda=10;w (m) @ lambda=11;w (m) @ lambda=12;w (m) @ lambda=13;w (m) @ lambda=14;w (m) @ lambda=15;w (m) @ lambda=16;w (m) @ lambda=17;w (m) @ lambda=18;w (m) @ lambda=19;w (m) @ lambda=20;w (m) @ lambda=21;w (m) @ lambda=22;w (m) @ lambda=23;w (m) @ lambda=24;w (m) @ lambda=25;w (m) @ lambda=26;w (m) @ lambda=27;w (m) @ lambda=28;w (m) @ lambda=29;w (m) @ lambda=30
2.7;4.699999999999999;2.290044628434405E-7;7.649315479630113E-7;-9.945870490088008E-7;2.5464619998129115E-6;-3.154758031140761E-6;1.2399585063005819E-5;-4.919333415235149E-7;-3.519026888706831E-6;-5.304620743734743E-6;2.169596212239254E-6;-2.6738457575955586E-6;3.629785065588759E-8;7.284829326490326E-6;1.7777714962627495E-6;4.5969354218174764E-7;-1.0571694740206397E-6;-6.826705234139882E-6;-5.115922214685396E-7;-8.759908539288684E-6;6.604323130598543E-7;-1.8776571017665557E-6;3.5899256933948686E-6;1.9634755668246954E-6;5.753273691667627E-6;-2.8916481243417334E-6;-9.966329120736536E-7;-2.546644304795725E-6;1.51160902416446E-6;-1.2489487243784032E-6;-5.88129442880209E-6
2.9;4.699999999999999;2.1580116345472402E-7;7.242586895796039E-7;-8.885015420289296E-7;2.278513275204693E-6;-2.87272740393798E-6;1.2339162422423018E-5;-4.512116752215814E-7;-2.9514119229931454E-6;-5.77444244575374E-6;1.9300945544628293E-6;-2.4834104442278476E-6;-1.691478511113976E-9;7.495282371380684E-6;2.676482677462105E-6;3.583651009679046E-7;-1.0238654983432072E-6;-7.343932855323278E-6;-3.5872518436417973E-7;-8.029092912001034E-6;1.4041992779530745E-6;-1.8191682384044666E-6;3.3313423468659144E-6;2.1087979709974847E-6;5.60993644509173E-6;-1.8958241240099217E-6;5.544682776887386E-7;-3.7737092790804434E-6;1.259357730648434E-6;-1.291731618201909E-6;-5.8744242769415834E-6
3.1;4.699999999999999;2.0259787187948477E-7;6.835858201511673E-7;-7.824160076298001E-7;2.010564425407072E-6;-2.590696606662392E-6;1.2278739335654795E-5;-4.0998459722656964E-7;-2.425906551860164E-6;-6.213945468903113E-6;1.6936387167590004E-6;-2.290588476782128E-6;3.023375951561535E-9;7.519906586971525E-6;3.5266953092289677E-6;2.708813671533657E-7;-9.772717349572365E-7;-7.624510473032121E-6;-1.836610196697124E-7;-7.139821056869767E-6;2.317986807251595E-6;-1.7607961639727332E-6;3.041902091457619E-6;2.186104290125417E-6;5.239164064373646E-6;-7.590659699031469E-7;1.996359968806463E-6;-4.937337767055169E-6;1.0106278622877089E-6;-1.321872120398768E-6;-5.67814086180316E-6
3.3000000000000003;4.699999999999999;1.8939459061089602E-7;6.42912944796314E-7;-6.763304544772032E-7;1.7426154694425177E-6;-2.3086656605048816E-6;1.2218315864516555E-5;-3.6827393986271105E-7;-1.9450125724075057E-6;-6.619830350351635E-6;1.4605336927249849E-6;-2.0950812145689142E-6;4.96141941999642E-8;7.360675972783345E-6;4.319895994287301E-6;1.9720163775722845E-7;-9.17449037619865E-7;-7.665140254149856E-6;1.1888308679620369E-8;-6.135096135382824E-6;3.356441621494561E-6;-1.6989410401490102E-6;2.7252757030705003E-6;2.1938526363801924E-6;4.68229090448664E-6;4.752742864454336E-7;3.211741942698734E-6;-5.9438462143751465E-6;7.760669573995559E-7;-1.329837935669274E-6;-5.318150594576461E-6
3.5;4.699999999999999;1.7619132192717258E-7;6.02240068007531E-7;-5.702448908756091E-7;1.4746664241597724E-6;-2.0266345842563955E-6;1.2157892060847224E-5;-3.261091368547648E-7;-1.5110929920440838E-6;-6.9890003159794495E-6;1.231082286282864E-6;-1.8966143383074906E-6;1.3635479170277817E-7;7.0235909396100046E-6;5.047930220746079E-6;1.3696532038773336E-7;-8.447570831186841E-7;-7.468806574501136E-6;2.2543463132431485E-7;-5.06329423483048E-6;4.468546078049848E-6;-1.629737317782343E-6;2.385869925388652E-6;2.132443861008476E-6;3.988749031678414E-6;1.7579837165864614E-6;4.0998873916583945E-6;-6.711393058141608E-6;5.64968601931371E-7;-1.307413340976368E-6;-4.823628286185502E-6
3.7;4.699999999999999;1.6298806782153718E-7;5.615671935426887E-7;-4.6415932458971697E-7;1.2067173044971333E-6;-1.7446033946282918E-6;1.2097467967615806E-5;-2.835271091801781E-7;-1.1263213464717364E-6;-7.318620345345772E-6;1.0055754272060082E-6;-1.6949478792719016E-6;2.6067113086839373E-7;6.5185630254322136E-6;5.703176207252341E-6;8.94963043861922E-8;-7.598709156331744E-7;-7.044759254142931E-6;4.5376351822789184E-7;-3.975547799085E-6;5.600313425322856E-6;-1.5492725156269933E-6;2.0286283686236724E-6;2.0043152802756236E-6;3.212956389149137E-6;3.0365303753385593E-6;4.5852603700633165E-6;-7.1769301953840534E-6;3.845367382993303E-7;-1.2485122248404029E-6;-4.22486848623342E-6
3.9000000000000004;4.699999999999999;1.4978483002703362E-7;5.20894324591985E-7;-3.58073762990118E-7;9.387681239724175E-7;-1.4625721067434605E-6;1.2037043620674398E-5;-2.4057073515589213E-7;-7.926649296857497E-7;-7.606133709198598E-6;7.842849394258253E-7;-1.489864919969143E-6;4.191714732345161E-7;5.859248549203443E-6;6.278661040282718E-6;5.382212812483927E-8;-6.637459502320065E-7;-6.408350499555251E-6;6.929504577660897E-7;-2.9236031313040775E-6;6.69704920870456E-6;-1.4537638851293137E-6;1.658827402077936E-6;1.8137868375449421E-6;2.411641367639748E-6;4.257373308751617E-6;4.62293988522096E-6;-7.300560277770439E-6;2.393970506713553E-7;-1.149570360433654E-6;-3.551551977001979E-6
4.1;4.699999999999999;1.3658160995932718E-7;4.802214637644601E-7;-2.5198821241651574E-7;6.708188950717087E-7;-1.180540734545702E-6;1.1976619050016593E-5;-1.9728868362629902E-7;-5.118644815781018E-7;-7.849284621987697E-6;5.674535055901035E-7;-1.2811744983100616E-6;6.076878119618839E-7;5.062859737558562E-6;6.7681600015527135E-6;2.8672314793431248E-8;-5.57616360366769E-7;-5.5807889888938996E-6;9.384201573523665E-7;-1.9575989954766762E-6;7.70570735846079E-6;-1.339747659929799E-6;1.2818963300883561E-6;1.567050299922946E-6;1.6409939028633218E-6;5.368333082691715E-6;4.2024259537598515E-6;-7.0686819056665705E-6;1.3121712181511896E-7;-1.0099094353836209E-6;-2.831257204691183E-6
4.3;4.699999999999999;1.233784087173113E-7;4.395486130351982E-7;-1.4590267839694767E-7;4.028696293842164E-7;-8.985092909674855E-7;1.1916194280454467E-5;-1.5373399554967253E-7;-2.8539849408947806E-7;-8.046161015716557E-6;3.552806238961347E-7;-1.0687063719456572E-6;8.214048181503532E-7;4.1496673417274466E-6;7.166364558862567E-6;1.2517818885882924E-8;-4.429520738353716E-7;-4.5884155144103165E-6;1.1850965513072368E-6;-1.1233348041458804E-6;8.57778752736011E-6;-1.2042938483705612E-6;9.031318217599823E-7;1.271924347228378E-6;9.532017751604836E-7;6.32158103806748E-6;3.348646477364316E-6;-6.4951905648558855E-6;5.857577321899829E-8;-8.318269144129197E-7;-2.0879511894850073E-6
4.5;4.699999999999999;1.1017522711918501E-7;3.9887577387386367E-7;-3.981716581597493E-8;1.3492033786319137E-7;-6.164777882255595E-7;1.1855769332534994E-5;-1.099633499716007E-7;-1.144718716847526E-7;-8.19520713345403E-6;1.4792493068340993E-7;-8.523164822856547E-7;1.0549468727678619E-6;3.1425799414811687E-6;7.4689275435435015E-6;3.6106914449307937E-9;-3.214251785362351E-7;-3.4620242077136497E-6;1.4274772721978182E-6;-4.6031525164375114E-7;9.271424428856628E-6;-1.045185877359296E-6;5.275528128141911E-7;9.376168202168767E-7;3.9383115960409574E-7;7.075723511408997E-6;2.1199042783887253E-6;-5.620101242190967E-6;1.715242982218636E-8;-6.204259514972214E-7;-1.3414253149759991E-6
4.699999999999999;4.699999999999999;9.697206573297346E-8;3.582029474062481E-7;6.626832104019987E-8;-1.3302896898197997E-7;-3.344462380421839E-7;1.1795344223122613E-5;-6.603609054376392E-8;-4.988670896927727E-12;-8.29523636321635E-6;-5.450708468072411E-8;-6.318703923017594E-7;1.3024583113867022E-6;2.0667318314654323E-6;7.672535128652535E-6;7.55220836202495E-12;-1.948654017468181E-7;-2.2361003717978595E-6;1.659717807179455E-6;-4.1338974026567515E-11;9.753233338636129E-6;-8.610062444995821E-7;1.5970321261753653E-7;5.744307831524606E-7;-4.6173971655753454E-10;7.597759357274161E-6;6.038948893189486E-7;-4.506639076649094E-6;1.638859328573697E-11;-3.8322304484411306E-7;-6.06948062040777E-7
4.9;4.699999999999999;8.376892489184577E-8;3.175301345092931E-7;1.7235377847452554E-7;-4.0097828098098797E-7;-5.2414651844434635E-8;1.1734918965790466E-5;-2.2014160519041838E-8;5.7384109775160936E-8;-8.345450819686646E-6;-2.519551441598512E-7;-4.0728327321619E-7;1.557806680415874E-6;9.488593998473315E-7;7.774928009394863E-6;-3.6332785929814496E-10;-6.524092095538176E-8;-9.478944822757462E-7;1.8758948751626672E-6;2.3568695001008828E-7;1.0000041237219544E-5;-6.514103762362064E-7;-1.9643581131453986E-7;1.935980314334068E-7;-2.041576948609076E-7;7.864656081328803E-6;-1.0892534962612198E-6;-3.23653744961178E-6;-1.731430518720145E-9;-1.2974367609668716E-7;1.0429256035186232E-7
5.1;4.699999999999999;7.05658047045212E-8;2.7685733588070714E-7;2.7843920330027754E-7;-6.689275881027E-7;2.296169592008269E-7;1.1674493570871396E-5;2.203956460359724E-8;5.738410204026644E-8;-8.345451284584457E-6;-4.443714121703202E-7;-1.7849406462701302E-7;1.814632175244794E-6;-1.8339324367629807E-7;7.774986105302614E-6;3.6032198872907476E-10;6.541554754230824E-8;3.637142648328708E-7;2.0698886366772996E-6;2.356926522546111E-7;1.000004314178767E-5;-4.1704369176083546E-7;-5.374269234108767E-7;-1.9318781600442846E-7;-2.0412712581962417E-7;7.864724432597785E-6;-2.835445614990647E-6;-1.9029587858920846E-6;1.829187360495143E-9;1.2932264403027852E-7;7.841921540553919E-7
5.300000000000001;4.699999999999999;5.73627050608302E-8;2.36184552072186E-7;3.8452459282693385E-7;-9.368768805237208E-7;5.116485839837048E-7;1.1614068045608056E-5;6.606154709664797E-8;-5.036514681939646E-12;-8.295237978171812E-6;-6.317902953906902E-7;5.452308806620106E-8;2.066592087879586E-6;-1.3020304296930548E-6;7.672704668138613E-6;-5.406982221632835E-12;1.9503835963787458E-7;1.6593180803319902E-6;2.2359152756387913E-6;-2.5276940647522108E-11;9.753243552138536E-6;-1.5970027404175398E-7;-8.607347897961919E-7;-5.740156932602624E-7;-3.6998675960243955E-10;7.5979502153859635E-6;-4.506418618747201E-6;-6.039251343555039E-7;9.5371794973273E-11;3.8282894892711604E-7;1.4276066648526216E-6
5.5;4.699999999999999;4.415962563851659E-8;1.9551178353699958E-7;4.906099447860257E-7;-1.2048261484339338E-6;7.93680211360722E-7;1.1553642394115728E-5;1.0998871634100086E-7;-1.1447235906509864E-7;-8.195210351461849E-6;-8.142691819370607E-7;2.9175885057473226E-7;2.307478929505168E-6;-2.3793880142613846E-6;7.4692092857252196E-6;-3.6127647502074185E-9;3.2158861949675277E-7;2.9000206714419525E-6;2.3684700984986987E-6;-4.603033340589554E-7;9.271457122056909E-6;1.1777189321445814E-7;-1.1645134854740466E-6;-9.371582637822078E-7;3.9399845908647267E-7;7.076057899565653E-6;-5.979615998791543E-6;5.655434539203649E-7;-1.7083540799334813E-8;6.200521689541725E-7;2.0304966717944544E-6
5.699999999999999;4.699999999999999;3.09565659064756E-8;1.5483903064907725E-7;5.966952573574688E-7;-1.4727753819831213E-6;1.0757118299477292E-6;1.1493216617339273E-5;1.5375952839580958E-7;-2.853985379129715E-7;-8.046165506981034E-6;-9.91914839751563E-7;5.33142834096E-7;2.5313357628038183E-6;-3.3886852545951765E-6;7.166744811820916E-6;-1.2522520390873457E-8;4.4311109975611245E-7;4.048377349358257E-6;2.462586479000102E-6;-1.1232966582620977E-6;8.577828941457947E-6;4.114025210295398E-7;-1.4476791317923196E-6;-1.271457869640061E-6;9.534046307638077E-7;6.322009078615104E-6;-7.147346032082134E-6;1.520477357277952E-6;-5.854842807559402E-8;8.315323237202477E-7;2.588892933845455E-6
5.8999999999999995;4.699999999999999;1.7753525128649957E-8;1.1416629370335377E-7;7.027805291195835E-7;-1.7407245712094022E-6;1.3577434280907036E-6;1.1432790712903753E-5;1.97314231620655E-7;-5.118645533303592E-7;-7.84929039046666E-6;-1.1648673072576185E-6;7.785985925417116E-7;2.7325517289117896E-6;-4.304739571469582E-6;6.768636283489432E-6;-2.8676309512352102E-8;5.577632689228357E-7;5.069709447615883E-6;2.5137710667118493E-6;-1.957551936528713E-6;7.705759057398626E-6;7.16483547927455E-7;-1.7098912809061025E-6;-1.566543192743441E-6;1.6412468361696951E-6;5.368865975995229E-6;-7.925374131995922E-6;2.1931570610030404E-6;-1.3122141201807496E-7;1.0096823053172184E-6;3.098052643258447E-6
6.1;4.699999999999999;4.550502363924432E-9;7.349357302853917E-8;8.088657591064006E-7;-2.008673706024315E-6;1.6397749936021949E-6;1.1372364675038463E-5;2.4059631890202625E-7;-7.926651077780363E-7;-7.606140823286451E-6;-1.3333015746594952E-6;1.0279984600507725E-6;2.9061027597104717E-6;-5.104557147966889E-6;6.279220448662045E-6;-5.382603110652229E-8;6.638787585804621E-7;5.932956216295604E-6;2.5183968240383852E-6;-2.923550782041192E-6;6.697110780792763E-6;1.0275410330868855E-6;-1.95144670994644E-6;-1.8132395877924448E-6;2.4119408184629177E-6;4.257984272947099E-6;-8.259774316038696E-6;2.5378093793342785E-6;-2.394375299028857E-7;1.1494243723033287E-6;3.5513676635353317E-6
6.3;4.699999999999999;-8.652503573778056E-9;3.2820869204666375E-8;9.149509470677379E-7;-2.276622776008417E-6;1.921806513524427E-6;1.131193849426024E-5;2.835527436333392E-7;-1.1263215414117652E-6;-7.318628748348572E-6;-1.4974180082409588E-6;1.2811728593114197E-6;3.047595894835416E-6;-5.767770361199628E-6;5.703806038645023E-6;-8.94999643581542E-8;7.599879566566857E-7;6.611422171066159E-6;2.4737111615234874E-6;-3.9754881562802765E-6;5.600380844012674E-6;1.3385708161815596E-6;-2.173173346481192E-6;-2.003734548162243E-6;3.2132904777326296E-6;3.0371962992549376E-6;-8.130608145599929E-6;2.534000410925662E-6;-3.846115214564897E-7;1.248458604086747E-6;3.939875683623374E-6
6.5;4.699999999999999;-2.1855494043172285E-8;-7.85181711345969E-9;1.0210360933608439E-6;-2.5445717702401733E-6;2.203837973876564E-6;1.1251512157161009E-5;3.26134763388996E-7;-1.5110932844925626E-6;-6.989010161404972E-6;-1.6574464665153035E-6;1.5379158473728037E-6;3.1533570630481762E-6;-6.277054200542947E-6;5.0486163107586666E-6;-1.3696682371975704E-7;8.448549113543708E-7;7.083482615756623E-6;2.3779445611651065E-6;-5.063230941565737E-6;4.468620986500952E-6;1.6432647192600758E-6;-2.3763597937335644E-6;-2.131831143226953E-6;3.9891108481791195E-6;1.7586835274888946E-6;-7.553736822510787E-6;2.18830886779422E-6;-5.650649448961196E-7;1.3074489589931172E-6;4.25221697344403E-6
6.7;4.699999999999999;-3.505847045387054E-8;-4.852448535671382E-8;1.1271211987508536E-6;-2.8125206772505033E-6;2.4858693595852533E-6;1.1191085646592606E-5;3.6829948038602786E-7;-1.94501292419071E-6;-6.619841711817491E-6;-1.8136466016639752E-6;1.7979979120583625E-6;3.2205592695185473E-6;-6.618623616976646E-6;4.320622643855501E-6;-1.9720441914536648E-7;9.175242470825142E-7;7.3333071546688046E-6;2.2304098171926587E-6;-6.135028593619564E-6;3.356522494969608E-6;1.935340306110894E-6;-2.562645229786099E-6;-2.193210558936955E-6;4.682670914260037E-6;4.7598373686054445E-7;-6.579495017969034E-6;1.533544560040646E-6;-7.761869974051161E-7;1.3299594401419731E-6;4.475046906102622E-6
6.8999999999999995;4.699999999999999;-4.826143389132543E-8;-8.919713598096646E-8;1.2332062647415832E-6;-3.0804694842306456E-6;2.7679006539280368E-6;1.1130658939770653E-5;4.1001027476111034E-7;-2.4259068408345182E-6;-6.2139583526136125E-6;-1.966306343712101E-6;2.0611717556154804E-6;3.2472514818312005E-6;-6.782425289844932E-6;3.5274449359952637E-6;-2.7088341239844175E-7;9.773298836594548E-7;7.3511039101863835E-6;2.031514838399059E-6;-7.139745878487963E-6;2.3180688151879858E-6;2.208781201065536E-6;-2.7339034540980176E-6;-2.1854813997905393E-6;5.239546704657394E-6;-7.583705995618627E-7;-5.288595764175412E-6;6.259725314129745E-7;-1.0107671308682553E-6;1.322094604310848E-6;4.593711056123128E-6
7.1;4.699999999999999;-6.146438533450502E-8;-1.298697695297459E-7;1.3392912925995877E-6;-3.348418176067191E-6;3.0499318378690736E-6;1.1070232005745059E-5;4.5123721926229496E-7;-2.9514122722931626E-6;-5.7744571892833266E-6;-2.1157460145631746E-6;2.3271880849292984E-6;3.232389183726616E-6;-6.762304018422877E-6;2.6772388407362315E-6;-3.5836735385157075E-7;1.0238989246763393E-6;7.1333025292603704E-6;1.7827583115506593E-6;-8.029015703312527E-6;1.404286712684556E-6;2.4580864197917312E-6;-2.89217200046174E-6;-2.108181401981641E-6;5.6103179658721264E-6;-1.8951611077635222E-6;-3.7864792232334052E-6;-4.587262580886335E-7;-1.2594972952014723E-6;1.292023200613565E-6;4.593260986435644E-6
7.3;4.699999999999999;-7.466732609767242E-8;-1.7054238515732222E-7;1.4453762820159669E-6;-3.61636673483703E-6;3.331962889841323E-6;1.100980480460232E-5;4.919586164730535E-7;-3.5190274917069087E-6;-5.304637637859381E-6;-2.26231358741421E-6;2.595796788258593E-6;3.175868581108861E-6;-6.556121283385336E-6;1.778514996958621E-6;-4.596921416059223E-7;1.0571752517213992E-6;6.682557234420681E-6;1.4867396875945868E-6;-8.759836417790716E-6;6.605272282765851E-7;2.678540943984929E-6;-3.039494151266165E-6;-1.9628790620064734E-6;5.753645966572366E-6;-2.8910399916720904E-6;-2.1943985116941536E-6;-1.6320544388484309E-6;-1.5117202070839441E-6;1.2492838693872007E-6;4.459863472002389E-6
7.5;4.699999999999999;-8.787025785524803E-8;-2.1121498090708375E-7;1.5514612315961788E-6;-3.88431513997304E-6;3.6139937861990237E-6;1.0949377289093369E-5;5.32161277639432E-7;-4.126140964872002E-6;-4.807970956097768E-6;-2.406388464663777E-6;2.866768761703995E-6;3.0785076194829016E-6;-6.165671881414647E-6;8.399856104607047E-7;-5.745990262158452E-7;1.0774037671455339E-6;6.00748753621435E-6;1.147069665343261E-6;-9.296336270001652E-6;1.2465197271578511E-7;2.8664189677285674E-6;-3.177869817169683E-6;-1.753023700988701E-6;5.638288742059518E-6;-3.7103274715715305E-6;-6.403554766410153E-7;-2.799468767809955E-6;-1.7562605536472712E-6;1.204033083574469E-6;4.182282989206876E-6
7.7;4.699999999999999;-1.010731837057441E-7;-2.518875516433303E-7;1.657546141558174E-6;-4.152263369504739E-6;3.896024502666284E-6;1.0888949409159081E-5;5.718411293312381E-7;-4.7700575429924116E-6;-4.288076921229531E-6;-2.5483925415482776E-6;3.1399168240916145E-6;2.9420111344420567E-6;-5.596573587598294E-6;-1.2959315000098852E-7;-7.025503644656265E-7;1.0851202862508377E-6;5.122319404429636E-6;7.682798092240519E-7;-9.61127073775781E-6;-1.7444061708731995E-7;3.0191647307850907E-6;-3.3092360432832957E-6;-1.483820903538206E-6;5.244671650213368E-6;-4.3264705441968935E-6;7.500825830655193E-7;-3.8672164957491E-6;-1.9821924217154953E-6;1.166306436756052E-6;3.7533243823356638E-6
7.9;4.699999999999999;-1.1427610572091615E-7;-2.9256009408607707E-7;1.763631014632543E-6;-4.420211403098309E-6;4.178055017283367E-6;1.0828521119661971E-5;6.1100502393879E-7;-5.448055138596706E-6;-3.7486606875518034E-6;-2.688800379555429E-6;3.4151213265564576E-6;2.7689191323215534E-6;-4.857988036731574E-6;-1.1216947160671692E-6;-8.427637814588924E-7;1.081156038302361E-6;4.04615966611688E-6;3.556489304652218E-7;-9.687373859387156E-6;-2.1813219219118698E-7;3.1355874389914746E-6;-3.4354198396364934E-6;-1.1620721456602236E-6;4.565975388108494E-6;-4.723290526422089E-6;1.863952184852551E-6;-4.750108735129637E-6;-2.1798331347492976E-6;1.1452229920059513E-6;3.17104772465521E-6
8.100000000000001;4.699999999999999;-1.2747902437678483E-7;-3.3323260835921297E-7;1.8697158553511073E-6;-4.688159231322095E-6;4.4600853187793815E-6;1.0768092402562158E-5;6.496708454052236E-7;-6.157427745304301E-6;-3.193470799351834E-6;-2.8281507931453737E-6;3.692362717343294E-6;2.5625149224070973E-6;-3.962235666431023E-6;-2.1282647317635215E-6;-9.942740582771412E-7;1.066597073602672E-6;2.8020900447273283E-6;-8.502290957337338E-8;-9.517934518015849E-6;1.4842549971015133E-9;3.215930137396374E-6;-3.5581838901027454E-6;-7.95781431572047E-7;3.608154666918196E-6;-4.895370307079541E-6;2.60900462924028E-6;-5.377754491568799E-6;-2.341457594374061E-6;1.1483363421326362E-6;2.439604250634255E-6
8.299999999999999;4.699999999999999;-1.406819401319584E-7;-3.739050957557113E-7;1.9758006670377275E-6;-4.956106862079088E-6;4.7421154131187606E-6;1.0707663280269363E-5;6.878681776546242E-7;-6.895519692936226E-6;-2.626272467085843E-6;-2.9670658784070676E-6;3.971757239330299E-6;2.326747346820336E-6;-2.9244019772323456E-6;-3.141955633775456E-6;-1.1559971750548118E-6;1.0427587250471851E-6;1.4162129911565907E-6;-5.476345207530195E-7;-9.106940247473984E-6;4.816787693925978E-7;3.2619070018940703E-6;-3.679310259930857E-6;-3.938117112804483E-7;2.3893126115806456E-6;-4.8479456544978246E-6;2.9198041705524866E-6;-5.699396352716707E-6;-2.461855855816707E-6;1.1812094475841748E-6;1.5696322327345595E-6
8.5;4.699999999999999;-1.538848534709292E-7;-4.145775589400263E-7;2.0818854494194193E-6;-5.224054319773697E-6;5.024145323368559E-6;1.0647233812024322E-5;7.256395200957307E-7;-7.659785565696627E-6;-2.050789071160614E-6;-3.10626823861138E-6;4.253591727636001E-6;2.066100329038419E-6;-1.7617436837788944E-6;-4.156431009107939E-6;-1.326794974109543E-6;1.011162098136862E-6;-8.366158319803167E-8;-1.0260877471703016E-6;-8.468739936015496E-6;1.2097497616889379E-6;3.2767292298595474E-6;-3.8006848353508576E-6;3.4523152018106136E-8;9.382169974531659E-7;-4.596196177543143E-6;2.7622443613925954E-6;-5.687608985407433E-6;-2.538853884707953E-6;1.2470812565450209E-6;5.780231359995933E-7
8.7;4.699999999999999;-1.6708776407978279E-7;-4.5525000272931846E-7;2.1879702013460967E-6;-5.4920016372219286E-6;5.306175081687064E-6;1.0586804074109212E-5;7.630409327920641E-7;-8.447845401690317E-6;-1.4706493815788634E-6;-3.2465981951844117E-6;4.538363323943862E-6;1.7854659101222483E-6;-4.93001692783697E-7;-5.166667406861892E-6;-1.5055815508606598E-6;9.735009421267942E-7;-1.6694593122171075E-6;-1.5146346165772414E-6;-7.62700963513592E-6;2.1644254235102243E-6;3.2650273160535715E-6;-3.924443319100069E-6;4.799788354049093E-7;-7.081121859864431E-7;-4.163867605444718E-6;2.1346665325251513E-6;-5.339646459170568E-6;-2.573563821508455E-6;1.3469040003946346E-6;-5.13028184163252E-7
8.9;4.699999999999999;-1.8029067164427444E-7;-4.959224324476186E-7;2.2940549233853253E-6;-5.759948849839617E-6;5.588204723185217E-6;1.0526374146276E-5;8.001424281636418E-7;-9.25753072847196E-6;-8.893586059453348E-7;-3.389051167346271E-6;4.8268391851765685E-6;1.4900022263586341E-6;8.622244277898764E-7;-6.169323331907242E-6;-1.6914155774352412E-6;9.316021590727818E-7;-3.314376321985032E-6;-2.0082738170089833E-6;-6.613486336693907E-6;3.317743567351015E-6;3.2328238977491904E-6;-4.053266079631653E-6;9.339949303547695E-7;-2.5075592119749276E-6;-3.5816653060229403E-6;1.066222528949003E-6;-4.676627301129267E-6;-2.5703724442938963E-6;1.4795994812600803E-6;-1.6778260833559236E-6
9.1;4.699999999999999;-1.9349357660718794E-7;-5.365948524923318E-7;2.4001396182183363E-6;-6.027895992148874E-6;5.8702342821917934E-6;1.0465944104079483E-5;8.37029235842044E-7;-1.0086941801516196E-5;-3.102549177257559E-7;-3.534812434040496E-6;5.120115215232135E-6;1.1849979758147197E-6;2.284228124174296E-6;-7.163142603622814E-6;-1.8836210726049942E-6;8.874081075440889E-7;-4.994639325734974E-6;-2.503210890688422E-6;-5.466249153791145E-6;4.637468134152333E-6;3.187493284507806E-6;-4.1906893702806836E-6;1.3893411238935835E-6;-4.416857773938989E-6;-2.885161804544527E-6;-3.87486050573371E-7;-3.7409778873432446E-6;-2.5369110345400214E-6;1.6426238468845422E-6;-2.889862915624004E-6
9.3;4.699999999999999;-2.0669647986921317E-7;-5.772672663708194E-7;2.506224289440869E-6;-6.295843095414366E-6;6.152263789811675E-6;1.0405514014205885E-5;8.738037481276238E-7;-1.093451949000495E-5;2.635550528043931E-7;-3.6852898761707426E-6;5.419683398995756E-6;8.757286312673444E-7;3.754154348337111E-6;-8.149449532181874E-6;-2.081982663867924E-6;8.429687587052786E-7;-6.69169056532054E-6;-2.997515719210534E-6;-4.22732280940001E-6;6.090325641706655E-6;3.1376768128893725E-6;-4.341511396570702E-6;1.8411015353264783E-6;-6.396880661927785E-6;-2.112067750907628E-6;-2.152459322287061E-6;-2.591601981564451E-6;-2.4839864584919958E-6;1.8330710353014852E-6;-4.1258712116065845E-6
9.5;4.699999999999999;-2.198993824692343E-7;-6.179396769728552E-7;2.612308940892979E-6;-6.563790186739106E-6;6.43429327310581E-6;1.0345083933189704E-5;9.105833221592764E-7;-1.179909857549389E-5;8.292143010924688E-7;-3.842176647218284E-6;5.727513892215159E-6;5.67248680078588E-7;5.2547051313546535E-6;-9.132671162685643E-6;-2.286810223332021E-6;8.003712174398802E-7;-8.394257920554805E-6;-3.491618897591769E-6;-2.9407011415140036E-6;7.645343942969883E-6;3.09338144517866E-6;-4.512495678797397E-6;2.2874784213354734E-6;-8.418148968157383E-6;-1.2998971685623296E-6;-4.145497495666836E-6;-1.2975476295011762E-6;-2.425024337803239E-6;2.048644062182146E-6;-5.370611598805172E-6
9.7;4.699999999999999;-2.3310228546666933E-7;-6.586120866187102E-7;2.7183935764172904E-6;-6.831737288534348E-6;6.71632275446311E-6;1.0284653906702364E-5;9.4750702770788E-7;-1.2679973142186323E-5;1.3841524447712789E-6;-4.0075022670307355E-6;6.0461550665288815E-6;2.643810895713007E-7;6.771024002475665E-6;-1.0120966204558201E-5;-2.4992549383303176E-6;7.618373036530649E-7;-1.0100777724615531E-5;-3.989269506352832E-6;-1.6500404486961805E-6;9.277643212403261E-6;3.0661826907086448E-6;-4.713104334023332E-6;2.7311886475699242E-6;-1.0467436382496358E-5;-4.833579031804964E-7;-6.286282115317434E-6;6.838688339217578E-8;-2.3767385118177003E-6;2.2897380850476637E-6;-6.623037780190228E-6
